"Date","圣斗士星矢（腾讯） DAU"
"2023-07-20","55,719"
"2023-07-21","53,221"
"2023-07-22","57,774"
"2023-07-23","59,366"
"2023-07-24","55,442"
"2023-07-25","54,306"
"2023-07-26","57,413"
"2023-07-27","55,711"
"2023-07-28","54,241"
"2023-07-29","57,935"
"2023-07-30","61,340"
"2023-07-31","56,008"
"2023-08-01","54,711"
"2023-08-02","55,069"
"2023-08-03","55,977"
"2023-08-04","54,794"
"2023-08-05","57,895"
"2023-08-06","60,645"
"2023-08-07","55,654"
"2023-08-08","51,836"
"2023-08-09","54,329"
